system:index,WARD_NAME,WARD_NO,date,mean
19_00000000000000000016,Domlur,112,01-10-2012,154.1821044
19_00000000000000000017,Agaram,114,01-10-2012,170.8192009
19_00000000000000000018,Vannarpet,115,01-10-2012,159.8082317
19_0000000000000000002a,Kaveripura,103,01-10-2012,150.2153066
19_00000000000000000030,Mudalapalya,127,01-10-2012,149.3584434
19_00000000000000000031,Nagarabhavi,128,01-10-2012,164.7134305
19_00000000000000000032,Nayandahalli,131,01-10-2012,155.2846562
19_0000000000000000003a,Deepanjali Nagar,158,01-10-2012,142.1
19_0000000000000000004f,Hosakerehalli,161,01-10-2012,136.1
19_00000000000000000058,Ejipura,148,01-10-2012,152.7479126
19_00000000000000000059,Koramangala,151,01-10-2012,147.7202994
19_0000000000000000005b,Sarakki,178,01-10-2012,146.6756457
19_0000000000000000005c,Jakkasandra,173,01-10-2012,152.0793947
19_0000000000000000005d,BTM Layout,176,01-10-2012,145.1998843
19_00000000000000000061,Varthuru,149,01-10-2012,170.6706289
19_00000000000000000062,Bellanduru,150,01-10-2012,154.8064501
19_00000000000000000063,Garudachar Playa,82,01-10-2012,148.3856234
19_00000000000000000064,Kadugodi,83,01-10-2012,163.5272547
19_00000000000000000065,Hagadur,84,01-10-2012,167.5783371
19_00000000000000000066,Dodda Nekkundi,85,01-10-2012,150.1000342
19_00000000000000000067,HSR Layout,174,01-10-2012,155.6278472
19_00000000000000000068,Bommanahalli,175,01-10-2012,146.3400888
19_00000000000000000069,Jaraganahalli,186,01-10-2012,151.6990955
19_0000000000000000006a,Puttenahalli,187,01-10-2012,149.227017
19_0000000000000000006b,Bilekhalli,188,01-10-2012,145.5141107
19_0000000000000000006c,Hongasandra,189,01-10-2012,147.5505756
19_0000000000000000006d,Mangammanapalya,190,01-10-2012,144.6765212
19_0000000000000000006e,Singasandra,191,01-10-2012,149.0502768
19_0000000000000000006f,Arakere,193,01-10-2012,149.7668929
19_00000000000000000070,Uttarahalli,184,01-10-2012,157.8452704
19_00000000000000000072,Begur,192,01-10-2012,151.9649919
19_00000000000000000073,Gottigere,194,01-10-2012,153.3769516
19_00000000000000000074,Konankunte,195,01-10-2012,147.1697765
19_00000000000000000075,Anjanapura,196,01-10-2012,158.3279236
19_00000000000000000076,Kempegowda Ward,1,01-10-2012,156.2073288
19_00000000000000000077,K R Puram,52,01-10-2012,149.9559512
19_00000000000000000078,Jnana Bharathi ward,129,01-10-2012,157.2280251
19_0000000000000000007c,Vasanthpura,197,01-10-2012,152.7637012
19_0000000000000000007d,J P Nagar,177,01-10-2012,147.1046607
19_0000000000000000007f,Ramamurthy Nagar,26,01-10-2012,152.5648408
19_00000000000000000080,Horamavu,25,01-10-2012,156.1359524
19_00000000000000000081,Marathahalli,86,01-10-2012,145.273128
19_00000000000000000082,Hemmigepura,198,01-10-2012,162.0235576
19_00000000000000000083,Chowdeswari Ward,2,01-10-2012,163.5903677
19_00000000000000000084,Atturu,3,01-10-2012,160.0552133
19_00000000000000000085,Yelahanka Satellite Town,4,01-10-2012,154.5526139
19_00000000000000000087,Basavanapura,53,01-10-2012,153.6172562
19_00000000000000000088,Hudi,54,01-10-2012,155.7306878
19_00000000000000000089,Devasandra,55,01-10-2012,155.8095959
19_0000000000000000008a,A Narayanapura,56,01-10-2012,148.9228321
19_0000000000000000008b,Vijnana Nagar,81,01-10-2012,150.2043815
19_0000000000000000008c,HAL Airport,87,01-10-2012,154.9170081
19_0000000000000000008d,Dodda Bommasandra,10,01-10-2012,163.0165806
19_0000000000000000008e,Kuvempu Nagar,11,01-10-2012,160.3398268
19_0000000000000000008f,Jakkuru,5,01-10-2012,154.4405873
19_00000000000000000090,Thanisandra,6,01-10-2012,148.741618
19_00000000000000000091,Byatarayanapura,7,01-10-2012,153.0480136
19_00000000000000000092,Kodigehalli,8,01-10-2012,155.6635542
19_00000000000000000093,Vidyaranyapura,9,01-10-2012,157.5593899
19_00000000000000000094,Ullalu,130,01-10-2012,155.269144
19_00000000000000000095,Kengeri,159,01-10-2012,156.8688276
19_00000000000000000096,Dodda Bidarakallu,40,01-10-2012,154.5549123
19_00000000000000000097,Herohalli,72,01-10-2012,156.1353636
19_00000000000000000098,Jalahalli,16,01-10-2012,163.8344968
19_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2012,154.0081278
19_0000000000000000009a,J P Park,17,01-10-2012,151.9006188
19_0000000000000000009c,HMT Ward,38,01-10-2012,146.8969929
19_0000000000000000009e,Laggere,69,01-10-2012,137.7799165
19_0000000000000000009f,Kottegepalya,73,01-10-2012,150.2190328
19_000000000000000000a0,Shettihalli,12,01-10-2012,158.0778815
19_000000000000000000a1,Mallasandra,13,01-10-2012,157.1148393
19_000000000000000000a2,Bagalakunte,14,01-10-2012,147.7140341
19_000000000000000000a3,T Dasarahalli,15,01-10-2012,146.1818182
19_000000000000000000a4,Chokkasandra,39,01-10-2012,144.2351731
19_000000000000000000a5,Peenya Industrial Area,41,01-10-2012,148.9969654
19_000000000000000000a6,Rajagopal Nagar,70,01-10-2012,140.4994491
19_000000000000000000a7,Hegganahalli,71,01-10-2012,138.5094215
19_000000000000000000a8,Vrisabhavathi Nagar,102,01-10-2012,151.1818182
19_000000000000000000af,Aramane Nagara,35,01-10-2012,173.2421643
19_000000000000000000b2,Rajamahal Guttahalli,64,01-10-2012,154.1688654
19_000000000000000000b6,Radhakrishna Temple Ward,18,01-10-2012,152.3312002
19_000000000000000000b7,Sanjaya Nagar,19,01-10-2012,151.3141941
19_000000000000000000b8,Ganga Nagar,20,01-10-2012,151.8181818
20_00000000000000000000,HBR Layout,24,01-01-2013,44.12623138
20_00000000000000000006,Maruthi Seva Nagar,59,01-01-2013,53.68179185
20_00000000000000000007,Konena Agrahara,113,01-01-2013,67.18682237
20_00000000000000000008,Benniganahalli,50,01-01-2013,53.25291256
20_00000000000000000009,C V Raman Nagar,57,01-01-2013,61.82862218
20_0000000000000000000a,New Tippasandara,58,01-01-2013,54.63072241
20_0000000000000000000b,Sarvagna Nagar,79,01-01-2013,55.57910005
20_0000000000000000000c,Hoysala Nagar,80,01-01-2013,57.75655378
20_0000000000000000000d,Jeevanbhima Nagar,88,01-01-2013,41.17475289
20_00000000000000000016,Domlur,112,01-01-2013,48.36622003
20_00000000000000000017,Agaram,114,01-01-2013,71.78760139
20_00000000000000000018,Vannarpet,115,01-01-2013,49.1201571
20_0000000000000000002a,Kaveripura,103,01-01-2013,36.79749956
20_00000000000000000030,Mudalapalya,127,01-01-2013,36.81408555
20_00000000000000000031,Nagarabhavi,128,01-01-2013,50.00638543
20_00000000000000000032,Nayandahalli,131,01-01-2013,45.26393663
20_0000000000000000003a,Deepanjali Nagar,158,01-01-2013,36.83333333
20_0000000000000000004f,Hosakerehalli,161,01-01-2013,38.33333333
20_00000000000000000058,Ejipura,148,01-01-2013,41.00440198
20_00000000000000000059,Koramangala,151,01-01-2013,48.2525597
20_0000000000000000005b,Sarakki,178,01-01-2013,40.28619166
20_0000000000000000005c,Jakkasandra,173,01-01-2013,43.69914644
20_0000000000000000005d,BTM Layout,176,01-01-2013,56.45131056
20_00000000000000000061,Varthuru,149,01-01-2013,73.33125141
20_00000000000000000062,Bellanduru,150,01-01-2013,51.19337169
20_00000000000000000063,Garudachar Playa,82,01-01-2013,43.28213823
20_00000000000000000064,Kadugodi,83,01-01-2013,57.1212986
20_00000000000000000065,Hagadur,84,01-01-2013,70.60091827
20_00000000000000000066,Dodda Nekkundi,85,01-01-2013,46.00676222
20_00000000000000000067,HSR Layout,174,01-01-2013,46.96562435
20_00000000000000000068,Bommanahalli,175,01-01-2013,37.05427776
20_00000000000000000069,Jaraganahalli,186,01-01-2013,57.38596166
20_0000000000000000006a,Puttenahalli,187,01-01-2013,40.15383124
20_0000000000000000006b,Bilekhalli,188,01-01-2013,46.42186615
20_0000000000000000006c,Hongasandra,189,01-01-2013,34.51894707
20_0000000000000000006d,Mangammanapalya,190,01-01-2013,38.42898701
20_0000000000000000006e,Singasandra,191,01-01-2013,41.30030736
20_0000000000000000006f,Arakere,193,01-01-2013,43.14582203
20_00000000000000000070,Uttarahalli,184,01-01-2013,47.33986884
20_00000000000000000072,Begur,192,01-01-2013,43.43171748
20_00000000000000000073,Gottigere,194,01-01-2013,44.77624311
20_00000000000000000074,Konankunte,195,01-01-2013,40.08978158
20_00000000000000000075,Anjanapura,196,01-01-2013,44.40444989
20_00000000000000000076,Kempegowda Ward,1,01-01-2013,47.45011023
20_00000000000000000077,K R Puram,52,01-01-2013,43.49400057
20_00000000000000000078,Jnana Bharathi ward,129,01-01-2013,46.30316496
20_0000000000000000007c,Vasanthpura,197,01-01-2013,42.36307472
20_0000000000000000007d,J P Nagar,177,01-01-2013,35.73240863
20_0000000000000000007f,Ramamurthy Nagar,26,01-01-2013,57.09520519
20_00000000000000000080,Horamavu,25,01-01-2013,53.17209396
20_00000000000000000081,Marathahalli,86,01-01-2013,43.91502655
20_00000000000000000082,Hemmigepura,198,01-01-2013,50.39654423
20_00000000000000000083,Chowdeswari Ward,2,01-01-2013,57.20460383
20_00000000000000000084,Atturu,3,01-01-2013,48.54440761
20_00000000000000000085,Yelahanka Satellite Town,4,01-01-2013,48.53368701
20_00000000000000000087,Basavanapura,53,01-01-2013,47.70103703
20_00000000000000000088,Hudi,54,01-01-2013,47.94423981
20_00000000000000000089,Devasandra,55,01-01-2013,48.04982107
20_0000000000000000008a,A Narayanapura,56,01-01-2013,38.02121003
20_0000000000000000008b,Vijnana Nagar,81,01-01-2013,45.97397233
20_0000000000000000008c,HAL Airport,87,01-01-2013,52.0398198
20_0000000000000000008d,Dodda Bommasandra,10,01-01-2013,68.8380559
20_0000000000000000008e,Kuvempu Nagar,11,01-01-2013,59.53492677
20_0000000000000000008f,Jakkuru,5,01-01-2013,44.28167298
20_00000000000000000090,Thanisandra,6,01-01-2013,40.37075291
20_00000000000000000091,Byatarayanapura,7,01-01-2013,45.65179783
20_00000000000000000092,Kodigehalli,8,01-01-2013,48.47434394
20_00000000000000000093,Vidyaranyapura,9,01-01-2013,52.37548581
20_00000000000000000094,Ullalu,130,01-01-2013,46.31243667
20_00000000000000000095,Kengeri,159,01-01-2013,44.90537056
20_00000000000000000096,Dodda Bidarakallu,40,01-01-2013,41.77524218
20_00000000000000000097,Herohalli,72,01-01-2013,43.57079438
20_00000000000000000098,Jalahalli,16,01-01-2013,62.13943957
20_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2013,48.70799145
20_0000000000000000009a,J P Park,17,01-01-2013,48.51245255
20_0000000000000000009c,HMT Ward,38,01-01-2013,41.6337866
20_0000000000000000009e,Laggere,69,01-01-2013,36.82434297
20_0000000000000000009f,Kottegepalya,73,01-01-2013,38.38976786
20_000000000000000000a0,Shettihalli,12,01-01-2013,51.94737612
20_000000000000000000a1,Mallasandra,13,01-01-2013,47.50858649
20_000000000000000000a2,Bagalakunte,14,01-01-2013,46.11322281
20_000000000000000000a3,T Dasarahalli,15,01-01-2013,37.90909091
20_000000000000000000a4,Chokkasandra,39,01-01-2013,40.91914943
20_000000000000000000a5,Peenya Industrial Area,41,01-01-2013,44.34405517
20_000000000000000000a6,Rajagopal Nagar,70,01-01-2013,35.31642275
20_000000000000000000a7,Hegganahalli,71,01-01-2013,35.31677729
20_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2013,39.08333333
20_000000000000000000af,Aramane Nagara,35,01-01-2013,76.03498611
20_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2013,53.92745537
20_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2013,57.15458246
20_000000000000000000b7,Sanjaya Nagar,19,01-01-2013,53.06856356
20_000000000000000000b8,Ganga Nagar,20,01-01-2013,51.66666667
21_00000000000000000000,HBR Layout,24,01-04-2013,44.12470838
21_00000000000000000006,Maruthi Seva Nagar,59,01-04-2013,69.32015529
21_00000000000000000007,Konena Agrahara,113,01-04-2013,70.26915976
21_00000000000000000008,Benniganahalli,50,01-04-2013,65.5521415
21_00000000000000000009,C V Raman Nagar,57,01-04-2013,67.45069162
21_0000000000000000000a,New Tippasandara,58,01-04-2013,65.27620708
21_0000000000000000000b,Sarvagna Nagar,79,01-04-2013,68.40767603
21_0000000000000000000c,Hoysala Nagar,80,01-04-2013,70.01228034
21_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2013,43.29100805
21_00000000000000000016,Domlur,112,01-04-2013,49.33131882
21_00000000000000000017,Agaram,114,01-04-2013,84.54246455
21_00000000000000000018,Vannarpet,115,01-04-2013,65.60174184
21_0000000000000000002a,Kaveripura,103,01-04-2013,55.63679484
21_00000000000000000030,Mudalapalya,127,01-04-2013,49.66571715
21_00000000000000000031,Nagarabhavi,128,01-04-2013,75.38999276
21_00000000000000000032,Nayandahalli,131,01-04-2013,61.3854927
21_0000000000000000003a,Deepanjali Nagar,158,01-04-2013,51.66666667
21_0000000000000000004f,Hosakerehalli,161,01-04-2013,33.75
21_00000000000000000058,Ejipura,148,01-04-2013,52.60287593
21_00000000000000000059,Koramangala,151,01-04-2013,67.52777298
21_0000000000000000005b,Sarakki,178,01-04-2013,57.43661471
21_0000000000000000005c,Jakkasandra,173,01-04-2013,66.17019019
21_0000000000000000005d,BTM Layout,176,01-04-2013,49.25731948
21_00000000000000000061,Varthuru,149,01-04-2013,72.70453789
21_00000000000000000062,Bellanduru,150,01-04-2013,53.17111994
21_00000000000000000063,Garudachar Playa,82,01-04-2013,47.45683841
21_00000000000000000064,Kadugodi,83,01-04-2013,67.05911492
21_00000000000000000065,Hagadur,84,01-04-2013,75.44748523
21_00000000000000000066,Dodda Nekkundi,85,01-04-2013,52.25327273
21_00000000000000000067,HSR Layout,174,01-04-2013,65.62033711
21_00000000000000000068,Bommanahalli,175,01-04-2013,56.52861444
21_00000000000000000069,Jaraganahalli,186,01-04-2013,70.84775615
21_0000000000000000006a,Puttenahalli,187,01-04-2013,58.03678573
21_0000000000000000006b,Bilekhalli,188,01-04-2013,59.55133078
21_0000000000000000006c,Hongasandra,189,01-04-2013,50.97746314
21_0000000000000000006d,Mangammanapalya,190,01-04-2013,51.20360047
21_0000000000000000006e,Singasandra,191,01-04-2013,55.74381864
21_0000000000000000006f,Arakere,193,01-04-2013,55.24645103
21_00000000000000000070,Uttarahalli,184,01-04-2013,56.94171418
21_00000000000000000072,Begur,192,01-04-2013,58.76715318
21_00000000000000000073,Gottigere,194,01-04-2013,67.74966379
21_00000000000000000074,Konankunte,195,01-04-2013,62.04072264
21_00000000000000000075,Anjanapura,196,01-04-2013,64.91709703
21_00000000000000000076,Kempegowda Ward,1,01-04-2013,62.03202462
21_00000000000000000077,K R Puram,52,01-04-2013,46.56946778
21_00000000000000000078,Jnana Bharathi ward,129,01-04-2013,59.72362912
21_0000000000000000007c,Vasanthpura,197,01-04-2013,58.26992459
21_0000000000000000007d,J P Nagar,177,01-04-2013,43.49079969
21_0000000000000000007f,Ramamurthy Nagar,26,01-04-2013,57.32513909
21_00000000000000000080,Horamavu,25,01-04-2013,58.35162966
21_00000000000000000081,Marathahalli,86,01-04-2013,43.00889475
21_00000000000000000082,Hemmigepura,198,01-04-2013,59.07951613
21_00000000000000000083,Chowdeswari Ward,2,01-04-2013,71.92304923
21_00000000000000000084,Atturu,3,01-04-2013,56.24254574
21_00000000000000000085,Yelahanka Satellite Town,4,01-04-2013,57.61182957
21_00000000000000000087,Basavanapura,53,01-04-2013,49.38030019
21_00000000000000000088,Hudi,54,01-04-2013,53.3667208
21_00000000000000000089,Devasandra,55,01-04-2013,48.11196144
21_0000000000000000008a,A Narayanapura,56,01-04-2013,37.90086443
21_0000000000000000008b,Vijnana Nagar,81,01-04-2013,45.35157321
21_0000000000000000008c,HAL Airport,87,01-04-2013,58.31350077
21_0000000000000000008d,Dodda Bommasandra,10,01-04-2013,67.63743677
21_0000000000000000008e,Kuvempu Nagar,11,01-04-2013,73.86614604
21_0000000000000000008f,Jakkuru,5,01-04-2013,61.08401128
21_00000000000000000090,Thanisandra,6,01-04-2013,43.82625391
21_00000000000000000091,Byatarayanapura,7,01-04-2013,52.27085059
21_00000000000000000092,Kodigehalli,8,01-04-2013,51.91258715
21_00000000000000000093,Vidyaranyapura,9,01-04-2013,54.20968806
21_00000000000000000094,Ullalu,130,01-04-2013,48.2987364
21_00000000000000000095,Kengeri,159,01-04-2013,44.2013135
21_00000000000000000096,Dodda Bidarakallu,40,01-04-2013,64.56346541
21_00000000000000000097,Herohalli,72,01-04-2013,53.20871605
21_00000000000000000098,Jalahalli,16,01-04-2013,77.47995984
21_00000000000000000099,Rajarajeshwari Nagar,160,01-04-2013,58.35720931
21_0000000000000000009a,J P Park,17,01-04-2013,60.07059738
21_0000000000000000009c,HMT Ward,38,01-04-2013,48.32241924
21_0000000000000000009e,Laggere,69,01-04-2013,38.33229767
21_0000000000000000009f,Kottegepalya,73,01-04-2013,48.65178889
21_000000000000000000a0,Shettihalli,12,01-04-2013,64.34973796
21_000000000000000000a1,Mallasandra,13,01-04-2013,66.280202
21_000000000000000000a2,Bagalakunte,14,01-04-2013,56.09656427
21_000000000000000000a3,T Dasarahalli,15,01-04-2013,59.71428571
21_000000000000000000a4,Chokkasandra,39,01-04-2013,58.16712079
21_000000000000000000a5,Peenya Industrial Area,41,01-04-2013,60.73355831
21_000000000000000000a6,Rajagopal Nagar,70,01-04-2013,46.33478903
21_000000000000000000a7,Hegganahalli,71,01-04-2013,42.03803873
21_000000000000000000a8,Vrisabhavathi Nagar,102,01-04-2013,45.16666667
21_000000000000000000af,Aramane Nagara,35,01-04-2013,104.2603388
21_000000000000000000b2,Rajamahal Guttahalli,64,01-04-2013,85.29557601
21_000000000000000000b6,Radhakrishna Temple Ward,18,01-04-2013,70.378866
21_000000000000000000b7,Sanjaya Nagar,19,01-04-2013,54.15194626
21_000000000000000000b8,Ganga Nagar,20,01-04-2013,53.83333333
22_00000000000000000000,HBR Layout,24,01-07-2013,186.9530304
22_00000000000000000006,Maruthi Seva Nagar,59,01-07-2013,240.3887949
22_00000000000000000007,Konena Agrahara,113,01-07-2013,243.6556952
22_00000000000000000008,Benniganahalli,50,01-07-2013,248.2110884
22_00000000000000000009,C V Raman Nagar,57,01-07-2013,262.8811251
22_0000000000000000000a,New Tippasandara,58,01-07-2013,262.6627347
22_0000000000000000000b,Sarvagna Nagar,79,01-07-2013,263.8850155
22_0000000000000000000c,Hoysala Nagar,80,01-07-2013,258.9305231
22_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2013,273.0612671
22_00000000000000000016,Domlur,112,01-07-2013,268.3115721
22_00000000000000000017,Agaram,114,01-07-2013,267.5000609
22_00000000000000000018,Vannarpet,115,01-07-2013,275.9113295
22_0000000000000000002a,Kaveripura,103,01-07-2013,225.9329068
22_00000000000000000030,Mudalapalya,127,01-07-2013,251.6782433
22_00000000000000000031,Nagarabhavi,128,01-07-2013,253.1247523
22_00000000000000000032,Nayandahalli,131,01-07-2013,275.8514124
22_0000000000000000003a,Deepanjali Nagar,158,01-07-2013,259.5
22_0000000000000000004f,Hosakerehalli,161,01-07-2013,249
22_00000000000000000058,Ejipura,148,01-07-2013,250.5249878
22_00000000000000000059,Koramangala,151,01-07-2013,279.9118302
22_0000000000000000005b,Sarakki,178,01-07-2013,272.875384
22_0000000000000000005c,Jakkasandra,173,01-07-2013,249.9357383
22_0000000000000000005d,BTM Layout,176,01-07-2013,221.8712978
22_00000000000000000061,Varthuru,149,01-07-2013,234.2903802
22_00000000000000000062,Bellanduru,150,01-07-2013,244.8503957
22_00000000000000000063,Garudachar Playa,82,01-07-2013,230.4415032
22_00000000000000000064,Kadugodi,83,01-07-2013,231.9269226
22_00000000000000000065,Hagadur,84,01-07-2013,229.7271494
22_00000000000000000066,Dodda Nekkundi,85,01-07-2013,214.3167676
22_00000000000000000067,HSR Layout,174,01-07-2013,259.213831
22_00000000000000000068,Bommanahalli,175,01-07-2013,264.8455205
22_00000000000000000069,Jaraganahalli,186,01-07-2013,268.7951107
22_0000000000000000006a,Puttenahalli,187,01-07-2013,233.2406946
22_0000000000000000006b,Bilekhalli,188,01-07-2013,227.1287939
22_0000000000000000006c,Hongasandra,189,01-07-2013,232.4177899
22_0000000000000000006d,Mangammanapalya,190,01-07-2013,224.6178394
22_0000000000000000006e,Singasandra,191,01-07-2013,238.3879814
22_0000000000000000006f,Arakere,193,01-07-2013,244.9076251
22_00000000000000000070,Uttarahalli,184,01-07-2013,270.7110303
22_00000000000000000072,Begur,192,01-07-2013,248.6593386
22_00000000000000000073,Gottigere,194,01-07-2013,253.9630515
22_00000000000000000074,Konankunte,195,01-07-2013,253.0936907
22_00000000000000000075,Anjanapura,196,01-07-2013,257.1366043
22_00000000000000000076,Kempegowda Ward,1,01-07-2013,248.468949
22_00000000000000000077,K R Puram,52,01-07-2013,238.4931823
22_00000000000000000078,Jnana Bharathi ward,129,01-07-2013,250.5426937
22_0000000000000000007c,Vasanthpura,197,01-07-2013,221.2633893
22_0000000000000000007d,J P Nagar,177,01-07-2013,220.9388816
22_0000000000000000007f,Ramamurthy Nagar,26,01-07-2013,224.4135501
22_00000000000000000080,Horamavu,25,01-07-2013,221.8331297
22_00000000000000000081,Marathahalli,86,01-07-2013,248.0621333
22_00000000000000000082,Hemmigepura,198,01-07-2013,266.0575311
22_00000000000000000083,Chowdeswari Ward,2,01-07-2013,248.4842898
22_00000000000000000084,Atturu,3,01-07-2013,256.6591662
22_00000000000000000085,Yelahanka Satellite Town,4,01-07-2013,248.7640273
22_00000000000000000087,Basavanapura,53,01-07-2013,214.4176435
22_00000000000000000088,Hudi,54,01-07-2013,227.7614162
22_00000000000000000089,Devasandra,55,01-07-2013,228.9824729
22_0000000000000000008a,A Narayanapura,56,01-07-2013,215.8636509
22_0000000000000000008b,Vijnana Nagar,81,01-07-2013,227.9477517
22_0000000000000000008c,HAL Airport,87,01-07-2013,248.9347439
22_0000000000000000008d,Dodda Bommasandra,10,01-07-2013,262.5632482
22_0000000000000000008e,Kuvempu Nagar,11,01-07-2013,240.0985859
22_0000000000000000008f,Jakkuru,5,01-07-2013,243.9595786
22_00000000000000000090,Thanisandra,6,01-07-2013,226.5046559
22_00000000000000000091,Byatarayanapura,7,01-07-2013,241.246313
22_00000000000000000092,Kodigehalli,8,01-07-2013,251.7540891
22_00000000000000000093,Vidyaranyapura,9,01-07-2013,253.3051114
22_00000000000000000094,Ullalu,130,01-07-2013,249.5485925
22_00000000000000000095,Kengeri,159,01-07-2013,254.9208695
22_00000000000000000096,Dodda Bidarakallu,40,01-07-2013,215.4902462
22_00000000000000000097,Herohalli,72,01-07-2013,234.758399
22_00000000000000000098,Jalahalli,16,01-07-2013,241.0655802
22_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2013,263.4010111
22_0000000000000000009a,J P Park,17,01-07-2013,214.0189476
22_0000000000000000009c,HMT Ward,38,01-07-2013,240.6643195
22_0000000000000000009e,Laggere,69,01-07-2013,231.1138761
22_0000000000000000009f,Kottegepalya,73,01-07-2013,233.4007414
22_000000000000000000a0,Shettihalli,12,01-07-2013,219.358213
22_000000000000000000a1,Mallasandra,13,01-07-2013,205.3957315
22_000000000000000000a2,Bagalakunte,14,01-07-2013,245.8027967
22_000000000000000000a3,T Dasarahalli,15,01-07-2013,213.5
22_000000000000000000a4,Chokkasandra,39,01-07-2013,204.3969798
22_000000000000000000a5,Peenya Industrial Area,41,01-07-2013,220.7188548
22_000000000000000000a6,Rajagopal Nagar,70,01-07-2013,213.9717081
22_000000000000000000a7,Hegganahalli,71,01-07-2013,236.3890828
22_000000000000000000a8,Vrisabhavathi Nagar,102,01-07-2013,194.75
22_000000000000000000af,Aramane Nagara,35,01-07-2013,227.6307085
22_000000000000000000b2,Rajamahal Guttahalli,64,01-07-2013,210.2748121
22_000000000000000000b6,Radhakrishna Temple Ward,18,01-07-2013,182.3330578
22_000000000000000000b7,Sanjaya Nagar,19,01-07-2013,275.3829279
22_000000000000000000b8,Ganga Nagar,20,01-07-2013,288
23_00000000000000000000,HBR Layout,24,01-10-2013,134.8882006
23_00000000000000000006,Maruthi Seva Nagar,59,01-10-2013,150.264423
23_00000000000000000007,Konena Agrahara,113,01-10-2013,148.3866284
23_00000000000000000008,Benniganahalli,50,01-10-2013,157.6631134
23_00000000000000000009,C V Raman Nagar,57,01-10-2013,154.1306425
23_0000000000000000000a,New Tippasandara,58,01-10-2013,150.6416277
23_0000000000000000000b,Sarvagna Nagar,79,01-10-2013,152.2067113
23_0000000000000000000c,Hoysala Nagar,80,01-10-2013,153.6682386
23_0000000000000000000d,Jeevanbhima Nagar,88,01-10-2013,139.9649757
23_00000000000000000016,Domlur,112,01-10-2013,143.1883637
23_00000000000000000017,Agaram,114,01-10-2013,168.6394512
23_00000000000000000018,Vannarpet,115,01-10-2013,146.7545885
23_0000000000000000002a,Kaveripura,103,01-10-2013,144.8794949
23_00000000000000000030,Mudalapalya,127,01-10-2013,137.1725058
23_00000000000000000031,Nagarabhavi,128,01-10-2013,164.9478246
23_00000000000000000032,Nayandahalli,131,01-10-2013,148.1849592
23_0000000000000000003a,Deepanjali Nagar,158,01-10-2013,138.2222222
23_0000000000000000004f,Hosakerehalli,161,01-10-2013,148.5555556
23_00000000000000000058,Ejipura,148,01-10-2013,142.5759736
23_00000000000000000059,Koramangala,151,01-10-2013,137.0982514
23_0000000000000000005b,Sarakki,178,01-10-2013,141.2187097
23_0000000000000000005c,Jakkasandra,173,01-10-2013,140.5707348
23_0000000000000000005d,BTM Layout,176,01-10-2013,142.5470931
23_00000000000000000061,Varthuru,149,01-10-2013,163.0910842
23_00000000000000000062,Bellanduru,150,01-10-2013,145.1786596
23_00000000000000000063,Garudachar Playa,82,01-10-2013,143.1976001
23_00000000000000000064,Kadugodi,83,01-10-2013,153.5521186
23_00000000000000000065,Hagadur,84,01-10-2013,156.9137685
23_00000000000000000066,Dodda Nekkundi,85,01-10-2013,146.0694979
23_00000000000000000067,HSR Layout,174,01-10-2013,148.5446052
23_00000000000000000068,Bommanahalli,175,01-10-2013,143.4384383
23_00000000000000000069,Jaraganahalli,186,01-10-2013,146.442773
23_0000000000000000006a,Puttenahalli,187,01-10-2013,144.7852108
23_0000000000000000006b,Bilekhalli,188,01-10-2013,141.826998
23_0000000000000000006c,Hongasandra,189,01-10-2013,141.5980743
23_0000000000000000006d,Mangammanapalya,190,01-10-2013,135.7875358
23_0000000000000000006e,Singasandra,191,01-10-2013,146.0441231
23_0000000000000000006f,Arakere,193,01-10-2013,144.9742062
23_00000000000000000070,Uttarahalli,184,01-10-2013,155.2306346
23_00000000000000000072,Begur,192,01-10-2013,149.0298217
23_00000000000000000073,Gottigere,194,01-10-2013,148.2181043
23_00000000000000000074,Konankunte,195,01-10-2013,143.3694634
23_00000000000000000075,Anjanapura,196,01-10-2013,155.7642117
23_00000000000000000076,Kempegowda Ward,1,01-10-2013,152.8043358
23_00000000000000000077,K R Puram,52,01-10-2013,145.4084538
23_00000000000000000078,Jnana Bharathi ward,129,01-10-2013,154.0813571
23_0000000000000000007c,Vasanthpura,197,01-10-2013,146.7753458
23_0000000000000000007d,J P Nagar,177,01-10-2013,137.0171476
23_0000000000000000007f,Ramamurthy Nagar,26,01-10-2013,151.0256224
23_00000000000000000080,Horamavu,25,01-10-2013,144.2685666
23_00000000000000000081,Marathahalli,86,01-10-2013,145.7848367
23_00000000000000000082,Hemmigepura,198,01-10-2013,161.2685087
23_00000000000000000083,Chowdeswari Ward,2,01-10-2013,163.8765625
23_00000000000000000084,Atturu,3,01-10-2013,152.7280174
23_00000000000000000085,Yelahanka Satellite Town,4,01-10-2013,150.7806183
23_00000000000000000087,Basavanapura,53,01-10-2013,149.682915
23_00000000000000000088,Hudi,54,01-10-2013,152.2730269
