system:index,WARD_NAME,WARD_NO,date,mean
35_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2016,85.26575765
35_0000000000000000009a,J P Park,17,01-10-2016,88.68641855
35_0000000000000000009c,HMT Ward,38,01-10-2016,87.82236445
35_0000000000000000009e,Laggere,69,01-10-2016,83.0373858
35_0000000000000000009f,Kottegepalya,73,01-10-2016,77.1097929
35_000000000000000000a0,Shettihalli,12,01-10-2016,93.50076838
35_000000000000000000a1,Mallasandra,13,01-10-2016,86.8151504
35_000000000000000000a2,Bagalakunte,14,01-10-2016,87.93900593
35_000000000000000000a3,T Dasarahalli,15,01-10-2016,82.77777778
35_000000000000000000a4,Chokkasandra,39,01-10-2016,89.69416317
35_000000000000000000a5,Peenya Industrial Area,41,01-10-2016,88.60382913
35_000000000000000000a6,Rajagopal Nagar,70,01-10-2016,78.19280652
35_000000000000000000a7,Hegganahalli,71,01-10-2016,81.73435802
35_000000000000000000a8,Vrisabhavathi Nagar,102,01-10-2016,73.55555556
35_000000000000000000af,Aramane Nagara,35,01-10-2016,119.3553304
35_000000000000000000b2,Rajamahal Guttahalli,64,01-10-2016,102.895314
35_000000000000000000b6,Radhakrishna Temple Ward,18,01-10-2016,97.90688585
35_000000000000000000b7,Sanjaya Nagar,19,01-10-2016,92.91902368
35_000000000000000000b8,Ganga Nagar,20,01-10-2016,90.85714286
36_00000000000000000000,HBR Layout,24,01-01-2017,38.80707037
36_00000000000000000006,Maruthi Seva Nagar,59,01-01-2017,54.49464647
36_00000000000000000007,Konena Agrahara,113,01-01-2017,62.73528676
36_00000000000000000008,Benniganahalli,50,01-01-2017,53.730778
36_00000000000000000009,C V Raman Nagar,57,01-01-2017,64.23286952
36_0000000000000000000a,New Tippasandara,58,01-01-2017,51.33993306
36_0000000000000000000b,Sarvagna Nagar,79,01-01-2017,59.32886699
36_0000000000000000000c,Hoysala Nagar,80,01-01-2017,56.0090732
36_0000000000000000000d,Jeevanbhima Nagar,88,01-01-2017,39.09584943
36_00000000000000000016,Domlur,112,01-01-2017,43.30217159
36_00000000000000000017,Agaram,114,01-01-2017,89.35423688
36_00000000000000000018,Vannarpet,115,01-01-2017,49.23410898
36_0000000000000000002a,Kaveripura,103,01-01-2017,32.18483484
36_00000000000000000030,Mudalapalya,127,01-01-2017,30.83894146
36_00000000000000000031,Nagarabhavi,128,01-01-2017,53.12079963
36_00000000000000000032,Nayandahalli,131,01-01-2017,42.41303425
36_0000000000000000003a,Deepanjali Nagar,158,01-01-2017,30.72727273
36_0000000000000000004f,Hosakerehalli,161,01-01-2017,34
36_00000000000000000058,Ejipura,148,01-01-2017,42.11250258
36_00000000000000000059,Koramangala,151,01-01-2017,50.02030368
36_0000000000000000005b,Sarakki,178,01-01-2017,37.27807161
36_0000000000000000005c,Jakkasandra,173,01-01-2017,39.92969719
36_0000000000000000005d,BTM Layout,176,01-01-2017,36.80414315
36_00000000000000000061,Varthuru,149,01-01-2017,69.66568824
36_00000000000000000062,Bellanduru,150,01-01-2017,49.96411665
36_00000000000000000063,Garudachar Playa,82,01-01-2017,40.1008374
36_00000000000000000064,Kadugodi,83,01-01-2017,54.58715151
36_00000000000000000065,Hagadur,84,01-01-2017,69.27024716
36_00000000000000000066,Dodda Nekkundi,85,01-01-2017,42.05896551
36_00000000000000000067,HSR Layout,174,01-01-2017,49.132242
36_00000000000000000068,Bommanahalli,175,01-01-2017,34.00680313
36_00000000000000000069,Jaraganahalli,186,01-01-2017,55.45368796
36_0000000000000000006a,Puttenahalli,187,01-01-2017,38.31130785
36_0000000000000000006b,Bilekhalli,188,01-01-2017,41.45542153
36_0000000000000000006c,Hongasandra,189,01-01-2017,28.26289958
36_0000000000000000006d,Mangammanapalya,190,01-01-2017,33.29522064
36_0000000000000000006e,Singasandra,191,01-01-2017,39.29425726
36_0000000000000000006f,Arakere,193,01-01-2017,43.51612057
36_00000000000000000070,Uttarahalli,184,01-01-2017,48.38372977
36_00000000000000000072,Begur,192,01-01-2017,44.4846652
36_00000000000000000073,Gottigere,194,01-01-2017,46.49208814
36_00000000000000000074,Konankunte,195,01-01-2017,40.39390653
36_00000000000000000075,Anjanapura,196,01-01-2017,48.81311752
36_00000000000000000076,Kempegowda Ward,1,01-01-2017,43.90626366
36_00000000000000000077,K R Puram,52,01-01-2017,41.81016466
36_00000000000000000078,Jnana Bharathi ward,129,01-01-2017,46.70337368
36_0000000000000000007c,Vasanthpura,197,01-01-2017,40.34397052
36_0000000000000000007d,J P Nagar,177,01-01-2017,32.26122519
36_0000000000000000007f,Ramamurthy Nagar,26,01-01-2017,42.95995565
36_00000000000000000080,Horamavu,25,01-01-2017,43.27960919
36_00000000000000000081,Marathahalli,86,01-01-2017,41.84355087
36_00000000000000000082,Hemmigepura,198,01-01-2017,50.94247585
36_00000000000000000083,Chowdeswari Ward,2,01-01-2017,49.80294127
36_00000000000000000084,Atturu,3,01-01-2017,45.77428289
36_00000000000000000085,Yelahanka Satellite Town,4,01-01-2017,46.60020517
36_00000000000000000087,Basavanapura,53,01-01-2017,50.37032725
36_00000000000000000088,Hudi,54,01-01-2017,45.56740314
36_00000000000000000089,Devasandra,55,01-01-2017,50.57659919
36_0000000000000000008a,A Narayanapura,56,01-01-2017,36.02372133
36_0000000000000000008b,Vijnana Nagar,81,01-01-2017,44.78367886
36_0000000000000000008c,HAL Airport,87,01-01-2017,55.97351118
36_0000000000000000008d,Dodda Bommasandra,10,01-01-2017,47.67042305
36_0000000000000000008e,Kuvempu Nagar,11,01-01-2017,58.31175488
36_0000000000000000008f,Jakkuru,5,01-01-2017,40.05643879
36_00000000000000000090,Thanisandra,6,01-01-2017,35.88112987
36_00000000000000000091,Byatarayanapura,7,01-01-2017,44.16960802
36_00000000000000000092,Kodigehalli,8,01-01-2017,43.04761746
36_00000000000000000093,Vidyaranyapura,9,01-01-2017,45.25373267
36_00000000000000000094,Ullalu,130,01-01-2017,47.00961585
36_00000000000000000095,Kengeri,159,01-01-2017,42.9613297
36_00000000000000000096,Dodda Bidarakallu,40,01-01-2017,40.61820726
36_00000000000000000097,Herohalli,72,01-01-2017,42.65312463
36_00000000000000000098,Jalahalli,16,01-01-2017,63.39452008
36_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2017,44.51384456
36_0000000000000000009a,J P Park,17,01-01-2017,45.07059816
36_0000000000000000009c,HMT Ward,38,01-01-2017,44.00072165
36_0000000000000000009e,Laggere,69,01-01-2017,30.70344219
36_0000000000000000009f,Kottegepalya,73,01-01-2017,35.74842103
36_000000000000000000a0,Shettihalli,12,01-01-2017,50.49776085
36_000000000000000000a1,Mallasandra,13,01-01-2017,47.56597283
36_000000000000000000a2,Bagalakunte,14,01-01-2017,41.56404773
36_000000000000000000a3,T Dasarahalli,15,01-01-2017,38.5
36_000000000000000000a4,Chokkasandra,39,01-01-2017,44.76765342
36_000000000000000000a5,Peenya Industrial Area,41,01-01-2017,39.58537789
36_000000000000000000a6,Rajagopal Nagar,70,01-01-2017,30.91039319
36_000000000000000000a7,Hegganahalli,71,01-01-2017,29.95324318
36_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2017,33.9
36_000000000000000000af,Aramane Nagara,35,01-01-2017,84.0793742
36_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2017,56.71042843
36_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2017,64.72133341
36_000000000000000000b7,Sanjaya Nagar,19,01-01-2017,46.15343805
36_000000000000000000b8,Ganga Nagar,20,01-01-2017,46.3
37_00000000000000000000,HBR Layout,24,01-04-2017,29.75311489
37_00000000000000000006,Maruthi Seva Nagar,59,01-04-2017,56.53865421
37_00000000000000000007,Konena Agrahara,113,01-04-2017,62.19082831
37_00000000000000000008,Benniganahalli,50,01-04-2017,56.01264133
37_00000000000000000009,C V Raman Nagar,57,01-04-2017,64.30732556
37_0000000000000000000a,New Tippasandara,58,01-04-2017,55.12085465
37_0000000000000000000b,Sarvagna Nagar,79,01-04-2017,62.12322705
37_0000000000000000000c,Hoysala Nagar,80,01-04-2017,61.06679721
37_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2017,41.52089204
37_00000000000000000016,Domlur,112,01-04-2017,44.48330808
37_00000000000000000017,Agaram,114,01-04-2017,83.06830281
37_00000000000000000018,Vannarpet,115,01-04-2017,56.11908307
37_0000000000000000002a,Kaveripura,103,01-04-2017,29.29266086
37_00000000000000000030,Mudalapalya,127,01-04-2017,25.53838247
37_00000000000000000031,Nagarabhavi,128,01-04-2017,57.66269756
37_00000000000000000032,Nayandahalli,131,01-04-2017,38.58939566
37_0000000000000000003a,Deepanjali Nagar,158,01-04-2017,23.5
37_0000000000000000004f,Hosakerehalli,161,01-04-2017,28.8
37_00000000000000000058,Ejipura,148,01-04-2017,38.18574251
37_00000000000000000059,Koramangala,151,01-04-2017,51.02636591
37_0000000000000000005b,Sarakki,178,01-04-2017,38.04847438
37_0000000000000000005c,Jakkasandra,173,01-04-2017,39.03341894
37_0000000000000000005d,BTM Layout,176,01-04-2017,32.21607048
37_00000000000000000061,Varthuru,149,01-04-2017,62.3087044
37_00000000000000000062,Bellanduru,150,01-04-2017,48.09711106
37_00000000000000000063,Garudachar Playa,82,01-04-2017,38.51363746
37_00000000000000000064,Kadugodi,83,01-04-2017,57.21824626
37_00000000000000000065,Hagadur,84,01-04-2017,67.33815752
37_00000000000000000066,Dodda Nekkundi,85,01-04-2017,40.22675418
37_00000000000000000067,HSR Layout,174,01-04-2017,48.92104119
37_00000000000000000068,Bommanahalli,175,01-04-2017,35.63954143
37_00000000000000000069,Jaraganahalli,186,01-04-2017,44.54554773
37_0000000000000000006a,Puttenahalli,187,01-04-2017,34.94280298
37_0000000000000000006b,Bilekhalli,188,01-04-2017,37.5969306
37_0000000000000000006c,Hongasandra,189,01-04-2017,26.6594995
37_0000000000000000006d,Mangammanapalya,190,01-04-2017,35.65842346
37_0000000000000000006e,Singasandra,191,01-04-2017,40.64161513
37_0000000000000000006f,Arakere,193,01-04-2017,42.77324794
37_00000000000000000070,Uttarahalli,184,01-04-2017,48.39064292
37_00000000000000000072,Begur,192,01-04-2017,46.79191412
37_00000000000000000073,Gottigere,194,01-04-2017,52.82584818
37_00000000000000000074,Konankunte,195,01-04-2017,34.33910515
37_00000000000000000075,Anjanapura,196,01-04-2017,55.30762483
37_00000000000000000076,Kempegowda Ward,1,01-04-2017,42.07170019
37_00000000000000000077,K R Puram,52,01-04-2017,36.79161419
37_00000000000000000078,Jnana Bharathi ward,129,01-04-2017,48.50968973
37_0000000000000000007c,Vasanthpura,197,01-04-2017,39.01659174
37_0000000000000000007d,J P Nagar,177,01-04-2017,32.92071045
37_0000000000000000007f,Ramamurthy Nagar,26,01-04-2017,32.40251786
37_00000000000000000080,Horamavu,25,01-04-2017,33.15639856
37_00000000000000000081,Marathahalli,86,01-04-2017,38.51525975
37_00000000000000000082,Hemmigepura,198,01-04-2017,50.47094622
37_00000000000000000083,Chowdeswari Ward,2,01-04-2017,51.23508643
37_00000000000000000084,Atturu,3,01-04-2017,38.76295586
37_00000000000000000085,Yelahanka Satellite Town,4,01-04-2017,47.80160973
37_00000000000000000087,Basavanapura,53,01-04-2017,38.36110704
37_00000000000000000088,Hudi,54,01-04-2017,39.78937887
37_00000000000000000089,Devasandra,55,01-04-2017,52.493288
37_0000000000000000008a,A Narayanapura,56,01-04-2017,31.93640977
37_0000000000000000008b,Vijnana Nagar,81,01-04-2017,43.73602216
37_0000000000000000008c,HAL Airport,87,01-04-2017,60.05678337
37_0000000000000000008d,Dodda Bommasandra,10,01-04-2017,35.86632106
37_0000000000000000008e,Kuvempu Nagar,11,01-04-2017,44.74325843
37_0000000000000000008f,Jakkuru,5,01-04-2017,35.39219604
37_00000000000000000090,Thanisandra,6,01-04-2017,30.51921948
37_00000000000000000091,Byatarayanapura,7,01-04-2017,34.90760053
37_00000000000000000092,Kodigehalli,8,01-04-2017,31.79030957
37_00000000000000000093,Vidyaranyapura,9,01-04-2017,38.78527351
37_00000000000000000094,Ullalu,130,01-04-2017,45.08687988
37_00000000000000000095,Kengeri,159,01-04-2017,38.63864395
37_00000000000000000096,Dodda Bidarakallu,40,01-04-2017,34.31921676
37_00000000000000000097,Herohalli,72,01-04-2017,45.53198961
37_00000000000000000098,Jalahalli,16,01-04-2017,57.14635572
37_00000000000000000099,Rajarajeshwari Nagar,160,01-04-2017,43.24572152
37_0000000000000000009a,J P Park,17,01-04-2017,38.70869177
37_0000000000000000009c,HMT Ward,38,01-04-2017,33.31711473
37_0000000000000000009e,Laggere,69,01-04-2017,22.83315214
37_0000000000000000009f,Kottegepalya,73,01-04-2017,33.55147569
37_000000000000000000a0,Shettihalli,12,01-04-2017,34.96644344
37_000000000000000000a1,Mallasandra,13,01-04-2017,34.05935638
37_000000000000000000a2,Bagalakunte,14,01-04-2017,30.46274521
37_000000000000000000a3,T Dasarahalli,15,01-04-2017,29.66666667
37_000000000000000000a4,Chokkasandra,39,01-04-2017,35.29396404
37_000000000000000000a5,Peenya Industrial Area,41,01-04-2017,39.96594517
37_000000000000000000a6,Rajagopal Nagar,70,01-04-2017,27.85469484
37_000000000000000000a7,Hegganahalli,71,01-04-2017,26.99852694
37_000000000000000000a8,Vrisabhavathi Nagar,102,01-04-2017,35.83333333
37_000000000000000000af,Aramane Nagara,35,01-04-2017,93.01926686
37_000000000000000000b2,Rajamahal Guttahalli,64,01-04-2017,60.78884518
37_000000000000000000b6,Radhakrishna Temple Ward,18,01-04-2017,74.94025621
37_000000000000000000b7,Sanjaya Nagar,19,01-04-2017,29.66162822
37_000000000000000000b8,Ganga Nagar,20,01-04-2017,26.66666667
38_00000000000000000000,HBR Layout,24,01-07-2017,81.86878197
38_00000000000000000006,Maruthi Seva Nagar,59,01-07-2017,118.4805125
38_00000000000000000007,Konena Agrahara,113,01-07-2017,122.3834097
38_00000000000000000008,Benniganahalli,50,01-07-2017,114.9237747
38_00000000000000000009,C V Raman Nagar,57,01-07-2017,117.1280703
38_0000000000000000000a,New Tippasandara,58,01-07-2017,110.6624557
38_0000000000000000000b,Sarvagna Nagar,79,01-07-2017,131.4020756
38_0000000000000000000c,Hoysala Nagar,80,01-07-2017,115.2149798
38_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2017,118.9172916
38_00000000000000000016,Domlur,112,01-07-2017,111.7497291
38_00000000000000000017,Agaram,114,01-07-2017,125.4979738
38_00000000000000000018,Vannarpet,115,01-07-2017,119.7134992
38_0000000000000000002a,Kaveripura,103,01-07-2017,115.3856794
38_00000000000000000030,Mudalapalya,127,01-07-2017,94.18104081
38_00000000000000000031,Nagarabhavi,128,01-07-2017,167.9104575
38_00000000000000000032,Nayandahalli,131,01-07-2017,130.9970482
38_0000000000000000003a,Deepanjali Nagar,158,01-07-2017,115.6
38_0000000000000000004f,Hosakerehalli,161,01-07-2017,138.75
38_00000000000000000058,Ejipura,148,01-07-2017,108.2001991
38_00000000000000000059,Koramangala,151,01-07-2017,97.10910485
38_0000000000000000005b,Sarakki,178,01-07-2017,141.259587
38_0000000000000000005c,Jakkasandra,173,01-07-2017,111.6546349
38_0000000000000000005d,BTM Layout,176,01-07-2017,110.5333401
38_00000000000000000061,Varthuru,149,01-07-2017,126.6249258
38_00000000000000000062,Bellanduru,150,01-07-2017,118.10409
38_00000000000000000063,Garudachar Playa,82,01-07-2017,117.3270408
38_00000000000000000064,Kadugodi,83,01-07-2017,117.3681074
38_00000000000000000065,Hagadur,84,01-07-2017,117.6717406
38_00000000000000000066,Dodda Nekkundi,85,01-07-2017,107.4555631
38_00000000000000000067,HSR Layout,174,01-07-2017,124.2458822
38_00000000000000000068,Bommanahalli,175,01-07-2017,118.2492094
38_00000000000000000069,Jaraganahalli,186,01-07-2017,137.5001007
38_0000000000000000006a,Puttenahalli,187,01-07-2017,117.4197404
38_0000000000000000006b,Bilekhalli,188,01-07-2017,115.9069023
38_0000000000000000006c,Hongasandra,189,01-07-2017,102.9015919
38_0000000000000000006d,Mangammanapalya,190,01-07-2017,114.3026093
38_0000000000000000006e,Singasandra,191,01-07-2017,125.689937
38_0000000000000000006f,Arakere,193,01-07-2017,126.2308977
38_00000000000000000070,Uttarahalli,184,01-07-2017,130.9832911
38_00000000000000000072,Begur,192,01-07-2017,132.8044847
38_00000000000000000073,Gottigere,194,01-07-2017,139.0665734
38_00000000000000000074,Konankunte,195,01-07-2017,121.8232908
38_00000000000000000075,Anjanapura,196,01-07-2017,161.53731
38_00000000000000000076,Kempegowda Ward,1,01-07-2017,124.3280566
38_00000000000000000077,K R Puram,52,01-07-2017,120.9865446
38_00000000000000000078,Jnana Bharathi ward,129,01-07-2017,130.0683951
38_0000000000000000007c,Vasanthpura,197,01-07-2017,135.3363567
38_0000000000000000007d,J P Nagar,177,01-07-2017,107.3525024
38_0000000000000000007f,Ramamurthy Nagar,26,01-07-2017,123.1797024
38_00000000000000000080,Horamavu,25,01-07-2017,127.0141067
38_00000000000000000081,Marathahalli,86,01-07-2017,116.0157151
38_00000000000000000082,Hemmigepura,198,01-07-2017,150.3690767
38_00000000000000000083,Chowdeswari Ward,2,01-07-2017,124.565278
38_00000000000000000084,Atturu,3,01-07-2017,121.7856861
38_00000000000000000085,Yelahanka Satellite Town,4,01-07-2017,118.3383824
38_00000000000000000087,Basavanapura,53,01-07-2017,121.1606449
38_00000000000000000088,Hudi,54,01-07-2017,120.4275113
38_00000000000000000089,Devasandra,55,01-07-2017,123.8657587
38_0000000000000000008a,A Narayanapura,56,01-07-2017,97.35973068
38_0000000000000000008b,Vijnana Nagar,81,01-07-2017,113.6359169
38_0000000000000000008c,HAL Airport,87,01-07-2017,124.5878688
38_0000000000000000008d,Dodda Bommasandra,10,01-07-2017,114.6461836
38_0000000000000000008e,Kuvempu Nagar,11,01-07-2017,130.8885552
38_0000000000000000008f,Jakkuru,5,01-07-2017,123.7700144
38_00000000000000000090,Thanisandra,6,01-07-2017,110.4835419
38_00000000000000000091,Byatarayanapura,7,01-07-2017,114.108889
38_00000000000000000092,Kodigehalli,8,01-07-2017,112.9863052
38_00000000000000000093,Vidyaranyapura,9,01-07-2017,125.5930152
38_00000000000000000094,Ullalu,130,01-07-2017,123.5856184
38_00000000000000000095,Kengeri,159,01-07-2017,118.2521484
38_00000000000000000096,Dodda Bidarakallu,40,01-07-2017,129.9897688
38_00000000000000000097,Herohalli,72,01-07-2017,137.1605253
38_00000000000000000098,Jalahalli,16,01-07-2017,136.5456244
38_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2017,124.5220077
38_0000000000000000009a,J P Park,17,01-07-2017,119.4475326
38_0000000000000000009c,HMT Ward,38,01-07-2017,128.7022621
38_0000000000000000009e,Laggere,69,01-07-2017,105.4456118
38_0000000000000000009f,Kottegepalya,73,01-07-2017,116.341088
38_000000000000000000a0,Shettihalli,12,01-07-2017,128.3271389
38_000000000000000000a1,Mallasandra,13,01-07-2017,124.9966092
38_000000000000000000a2,Bagalakunte,14,01-07-2017,115.422051
38_000000000000000000a3,T Dasarahalli,15,01-07-2017,121
38_000000000000000000a4,Chokkasandra,39,01-07-2017,123.2603702
38_000000000000000000a5,Peenya Industrial Area,41,01-07-2017,129.2399264
38_000000000000000000a6,Rajagopal Nagar,70,01-07-2017,114.1471346
38_000000000000000000a7,Hegganahalli,71,01-07-2017,140.6937051
38_000000000000000000a8,Vrisabhavathi Nagar,102,01-07-2017,106
38_000000000000000000af,Aramane Nagara,35,01-07-2017,139.1127709
38_000000000000000000b2,Rajamahal Guttahalli,64,01-07-2017,116.3255404
38_000000000000000000b6,Radhakrishna Temple Ward,18,01-07-2017,124.876561
38_000000000000000000b7,Sanjaya Nagar,19,01-07-2017,120.8648488
38_000000000000000000b8,Ganga Nagar,20,01-07-2017,124
39_00000000000000000000,HBR Layout,24,01-10-2017,130.2073179
39_00000000000000000006,Maruthi Seva Nagar,59,01-10-2017,143.3049843
39_00000000000000000007,Konena Agrahara,113,01-10-2017,133.0506603
39_00000000000000000008,Benniganahalli,50,01-10-2017,139.1693161
