system:index,DISTRICT,ST_NM,date,mean
15_00000000000000000051,Bijapur,Chhattisgarh,01-10-2004,245.3045662
15_00000000000000000055,Bilaspur,Chhattisgarh,01-10-2004,133.9341963
15_0000000000000000007f,Dakshin Bastar Dantewada,Chhattisgarh,01-10-2004,237.284888
15_00000000000000000090,Dhamtari,Chhattisgarh,01-10-2004,171.5445986
15_000000000000000000fd,Jashpur,Chhattisgarh,01-10-2004,139.0438229
15_00000000000000000112,Uttar Bastar Kanker,Chhattisgarh,01-10-2004,190.3557809
15_0000000000000000013d,Korba,Chhattisgarh,01-10-2004,145.7810014
15_0000000000000000013e,Koriya,Chhattisgarh,01-10-2004,135.3421222
15_0000000000000000015f,Mahasamund,Chhattisgarh,01-10-2004,140.6403163
15_00000000000000000190,Narayanpur,Chhattisgarh,01-10-2004,252.3065335
15_000000000000000001cc,Raigarh,Chhattisgarh,01-10-2004,140.8765582
15_000000000000000001ce,Raipur,Chhattisgarh,01-10-2004,153.9434345
15_000000000000000001d3,Rajnandgaon,Chhattisgarh,01-10-2004,141.5628777
15_0000000000000000022c,Surguja,Chhattisgarh,01-10-2004,129.3704481
15_00000000000000000270,Kabeerdham,Chhattisgarh,01-10-2004,139.1087941
15_000000000000000000a3,Durg,Chhattisgarh,01-10-2004,120.3579824
15_000000000000000000fc,Janjgir-champa,Chhattisgarh,01-10-2004,130.2466073
15_00000000000000000009,Alirajpur,Madhya Pradesh,01-10-2004,63.07645268
15_00000000000000000017,Anuppur,Madhya Pradesh,01-10-2004,103.2105561
15_0000000000000000001a,Ashoknagar,Madhya Pradesh,01-10-2004,46.61255738
15_00000000000000000025,Balaghat,Madhya Pradesh,01-10-2004,140.3675891
15_0000000000000000003b,Barwani,Madhya Pradesh,01-10-2004,62.65606991
15_00000000000000000043,Betul,Madhya Pradesh,01-10-2004,92.1412959
15_0000000000000000005f,Burhanpur,Madhya Pradesh,01-10-2004,92.28235012
15_0000000000000000006f,Chhatarpur,Madhya Pradesh,01-10-2004,62.5684041
15_00000000000000000070,Chhindwara,Madhya Pradesh,01-10-2004,97.93765211
15_00000000000000000083,Damoh,Madhya Pradesh,01-10-2004,74.41881007
15_0000000000000000009d,Dindori,Madhya Pradesh,01-10-2004,121.4704185
15_000000000000000000ab,East Nimar,Madhya Pradesh,01-10-2004,77.28690171
15_000000000000000000ff,Jhabua,Madhya Pradesh,01-10-2004,53.27946055
15_00000000000000000123,Katni,Madhya Pradesh,01-10-2004,85.38029834
15_0000000000000000016b,Mandla,Madhya Pradesh,01-10-2004,117.8312877
15_000000000000000001ad,Panna,Madhya Pradesh,01-10-2004,78.23953693
15_000000000000000001cf,Raisen,Madhya Pradesh,01-10-2004,79.27394467
15_000000000000000001e0,Rewa,Madhya Pradesh,01-10-2004,61.65180505
15_000000000000000001fc,Seoni,Madhya Pradesh,01-10-2004,95.27960444
15_000000000000000001fe,Shahdol,Madhya Pradesh,01-10-2004,95.01621813
15_00000000000000000204,Sheopur,Madhya Pradesh,01-10-2004,52.57447943
15_00000000000000000207,Shivpuri,Madhya Pradesh,01-10-2004,51.50611607
15_0000000000000000020c,Sidhi,Madhya Pradesh,01-10-2004,91.73713482
15_00000000000000000210,Singrauli,Madhya Pradesh,01-10-2004,85.71910914
15_0000000000000000024d,Umaria,Madhya Pradesh,01-10-2004,114.5497503
15_0000000000000000025a,Vidisha,Madhya Pradesh,01-10-2004,58.93456524
15_0000000000000000004b,Bhind,Madhya Pradesh,01-10-2004,44.21186636
15_00000000000000000088,Datia,Madhya Pradesh,01-10-2004,41.55086985
15_0000000000000000008e,Dewas,Madhya Pradesh,01-10-2004,72.55830747
15_00000000000000000092,Dhar,Madhya Pradesh,01-10-2004,63.32475175
15_000000000000000000d1,Guna,Madhya Pradesh,01-10-2004,46.95620563
15_000000000000000000d5,Gwalior,Madhya Pradesh,01-10-2004,46.71681214
15_000000000000000000db,Harda,Madhya Pradesh,01-10-2004,76.77473339
15_000000000000000000e4,Hoshangabad,Madhya Pradesh,01-10-2004,84.93831378
15_000000000000000000ec,Jabalpur,Madhya Pradesh,01-10-2004,90.83525398
15_0000000000000000017b,Morena,Madhya Pradesh,01-10-2004,39.43910923
15_00000000000000000197,Neemuch,Madhya Pradesh,01-10-2004,41.99423928
15_000000000000000001d1,Rajgarh,Madhya Pradesh,01-10-2004,40.76520782
15_000000000000000001e8,Sagar,Madhya Pradesh,01-10-2004,69.84564716
15_000000000000000001f9,Satna,Madhya Pradesh,01-10-2004,70.40351644
15_000000000000000001fa,Sehore,Madhya Pradesh,01-10-2004,66.06318086
15_0000000000000000023c,Tikamgarh,Madhya Pradesh,01-10-2004,52.27639447
15_00000000000000000269,West Nimar,Madhya Pradesh,01-10-2004,74.68045302
15_0000000000000000004e,Bhopal,Madhya Pradesh,01-10-2004,53.76784549
15_0000000000000000016c,Mandsaur,Madhya Pradesh,01-10-2004,38.65438464
15_00000000000000000192,Narsimhapur,Madhya Pradesh,01-10-2004,91.38747678
15_000000000000000001dc,Ratlam,Madhya Pradesh,01-10-2004,48.0271111
15_00000000000000000201,Shajapur,Madhya Pradesh,01-10-2004,41.93732771
15_0000000000000000024b,Ujjain,Madhya Pradesh,01-10-2004,46.19169638
15_000000000000000000eb,Indore,Madhya Pradesh,01-10-2004,66.54342277
15_000000000000000000a0,Dohad,Gujarat,01-10-2004,65.14162268
15_00000000000000000109,Kachchh,Gujarat,01-10-2004,21.43127106
15_00000000000000000191,Narmada,Gujarat,01-10-2004,93.7850575
15_00000000000000000233,The Dangs,Gujarat,01-10-2004,143.1999205
15_00000000000000000002,Ahmadabad,Gujarat,01-10-2004,41.09020245
15_0000000000000000002a,Banas Kantha,Gujarat,01-10-2004,36.07073422
15_000000000000000000f9,Jamnagar,Gujarat,01-10-2004,43.08815908
15_000000000000000001aa,Panch Mahals,Gujarat,01-10-2004,72.27562128
15_000000000000000001b3,Patan,Gujarat,01-10-2004,29.15165367
15_000000000000000001e7,Sabar Kantha,Gujarat,01-10-2004,57.76693568
15_0000000000000000022b,Surendranagar,Gujarat,01-10-2004,36.39522236
15_0000000000000000027c,Tapi,Gujarat,01-10-2004,99.42152974
15_00000000000000000010,Amreli,Gujarat,01-10-2004,62.1100412
15_00000000000000000049,Bhavnagar,Gujarat,01-10-2004,57.18004758
15_00000000000000000129,Kheda,Gujarat,01-10-2004,67.33004336
15_000000000000000001bc,Porbandar,Gujarat,01-10-2004,50.45916833
15_000000000000000001d2,Rajkot,Gujarat,01-10-2004,53.43462952
15_00000000000000000255,Vadodara,Gujarat,01-10-2004,79.14219645
15_00000000000000000257,Valsad,Gujarat,01-10-2004,112.0110066
15_00000000000000000012,Anand,Gujarat,01-10-2004,72.29404395
15_00000000000000000048,Bharuch,Gujarat,01-10-2004,69.31358452
15_00000000000000000107,Junagadh,Gujarat,01-10-2004,81.46196822
15_00000000000000000163,Mahesana,Gujarat,01-10-2004,52.46973262
15_00000000000000000194,Navsari,Gujarat,01-10-2004,93.77994123
15_0000000000000000022a,Surat,Gujarat,01-10-2004,79.15364837
15_000000000000000000bd,Gandhinagar,Gujarat,01-10-2004,57.93380024
15_00000000000000000082,Daman,Daman & Diu,01-10-2004,77.37510714
15_0000000000000000009e,Diu,Daman & Diu,01-10-2004,73.89913425
15_0000000000000000007e,Dadra & Nagar Haveli,Dadara & Nagar Havelli,01-10-2004,124.4792541
15_0000000000000000017d,Mumbai,Maharashtra,01-10-2004,75.12444368
15_0000000000000000017e,Mumbai Suburban,Maharashtra,01-10-2004,151.0872805
15_0000000000000000006b,Chandrapur,Maharashtra,01-10-2004,140.0552577
15_000000000000000000c0,Garhchiroli,Maharashtra,01-10-2004,196.3827879
15_000000000000000000cc,Gondiya,Maharashtra,01-10-2004,138.0913942
15_000000000000000001dd,Ratnagiri,Maharashtra,01-10-2004,205.9545136
15_0000000000000000020f,Sindhudurg,Maharashtra,01-10-2004,219.4502847
15_0000000000000000026e,Yavatmal,Maharashtra,01-10-2004,97.6202938
15_00000000000000000006,Akola,Maharashtra,01-10-2004,81.27795034
15_0000000000000000000f,Amravati,Maharashtra,01-10-2004,98.2623274
15_0000000000000000001d,Aurangabad,Maharashtra,01-10-2004,108.1161278
15_00000000000000000046,Bhandara,Maharashtra,01-10-2004,114.5375227
15_0000000000000000004f,Bid,Maharashtra,01-10-2004,115.0074874
15_0000000000000000005d,Buldana,Maharashtra,01-10-2004,92.35532164
15_00000000000000000099,Dhule,Maharashtra,01-10-2004,73.19514234
15_000000000000000000e2,Hingoli,Maharashtra,01-10-2004,99.17563527
15_000000000000000000f5,Jalna,Maharashtra,01-10-2004,116.0128071
15_00000000000000000138,Kolhapur,Maharashtra,01-10-2004,169.8125042
15_00000000000000000150,Latur,Maharashtra,01-10-2004,117.6540327
15_00000000000000000188,Nagpur,Maharashtra,01-10-2004,98.81054317
15_0000000000000000018e,Nanded,Maharashtra,01-10-2004,119.504349
15_0000000000000000018f,Nandurbar,Maharashtra,01-10-2004,75.57472341
15_000000000000000001a4,Osmanabad,Maharashtra,01-10-2004,101.6235174
15_000000000000000001af,Parbhani,Maharashtra,01-10-2004,117.1275566
15_000000000000000001f2,Sangli,Maharashtra,01-10-2004,100.8628476
15_000000000000000001f8,Satara,Maharashtra,01-10-2004,127.2034809
15_00000000000000000219,Solapur,Maharashtra,01-10-2004,85.27910521
15_00000000000000000231,Thane,Maharashtra,01-10-2004,138.605806
15_00000000000000000260,Wardha,Maharashtra,01-10-2004,96.58281668
15_00000000000000000261,Washim,Maharashtra,01-10-2004,85.31513765
15_00000000000000000003,Ahmadnagar,Maharashtra,01-10-2004,97.31065919
15_000000000000000000f4,Jalgaon,Maharashtra,01-10-2004,96.29166263
15_00000000000000000193,Nashik,Maharashtra,01-10-2004,96.96756615
15_000000000000000001c3,Pune,Maharashtra,01-10-2004,121.0617806
15_000000000000000001cd,Raigarh,Maharashtra,01-10-2004,175.3141812
15_00000000000000000000,Adilabad,Andhra Pradesh,01-10-2004,143.7328048
15_0000000000000000007c,Y.s.r.,Andhra Pradesh,01-10-2004,157.2210933
15_00000000000000000128,Khammam,Andhra Pradesh,01-10-2004,228.0747823
15_00000000000000000147,Kurnool,Andhra Pradesh,01-10-2004,149.5663887
15_000000000000000001bd,Prakasam,Andhra Pradesh,01-10-2004,172.9896638
15_0000000000000000025d,Visakhapatnam,Andhra Pradesh,01-10-2004,233.3580211
15_00000000000000000013,Anantapur,Andhra Pradesh,01-10-2004,119.0931673
15_00000000000000000077,Chittoor,Andhra Pradesh,01-10-2004,184.6696911
15_000000000000000000a8,East Godavari,Andhra Pradesh,01-10-2004,236.4265967
15_000000000000000000d2,Guntur,Andhra Pradesh,01-10-2004,194.8726817
15_00000000000000000160,Mahbubnagar,Andhra Pradesh,01-10-2004,134.9335063
15_00000000000000000173,Medak,Andhra Pradesh,01-10-2004,129.0962343
15_0000000000000000018c,Nalgonda,Andhra Pradesh,01-10-2004,155.8424121
15_00000000000000000198,Sri Potti Sriramulu Nellore,Andhra Pradesh,01-10-2004,170.5493565
15_000000000000000001db,Rangareddy,Andhra Pradesh,01-10-2004,135.4932861
15_00000000000000000225,Srikakulam,Andhra Pradesh,01-10-2004,178.3565018
15_0000000000000000025e,Vizianagaram,Andhra Pradesh,01-10-2004,191.7131174
15_0000000000000000025f,Warangal,Andhra Pradesh,01-10-2004,180.6238678
15_00000000000000000266,West Godavari,Andhra Pradesh,01-10-2004,186.2194045
15_0000000000000000011d,Karimnagar,Andhra Pradesh,01-10-2004,137.8563796
15_00000000000000000142,Krishna,Andhra Pradesh,01-10-2004,189.2808191
15_0000000000000000019a,Nizamabad,Andhra Pradesh,01-10-2004,127.9111166
15_000000000000000000e7,Hyderabad,Andhra Pradesh,01-10-2004,124.8122151
15_0000000000000000002e,Bangalore,Karnataka,01-10-2004,164.5793692
15_00000000000000000052,Bijapur,Karnataka,01-10-2004,83.22234281
15_00000000000000000067,Chamrajnagar,Karnataka,01-10-2004,221.6661062
15_00000000000000000072,Chikmagalur,Karnataka,01-10-2004,234.9207589
15_00000000000000000074,Chitradurga,Karnataka,01-10-2004,136.5173829
15_000000000000000000ba,Gadag,Karnataka,01-10-2004,125.6881205
15_00000000000000000132,Kodagu,Karnataka,01-10-2004,292.5057559
15_000000000000000001cb,Raichur,Karnataka,01-10-2004,116.3705444
15_00000000000000000206,Shimoga,Karnataka,01-10-2004,237.0399417
15_0000000000000000024a,Udupi,Karnataka,01-10-2004,262.01496
15_00000000000000000253,Uttara Kannada,Karnataka,01-10-2004,277.784298
15_0000000000000000026d,Yadgir,Karnataka,01-10-2004,104.5171827
15_00000000000000000020,Bagalkot,Karnataka,01-10-2004,106.0118369
15_00000000000000000041,Belgaum,Karnataka,01-10-2004,133.9033698
15_00000000000000000042,Bellary,Karnataka,01-10-2004,127.0478323
15_00000000000000000050,Bidar,Karnataka,01-10-2004,123.1961083
15_00000000000000000071,Chikkaballapura,Karnataka,01-10-2004,161.69443
15_00000000000000000081,Dakshina Kannada,Karnataka,01-10-2004,284.0382554
15_00000000000000000089,Davanagere,Karnataka,01-10-2004,149.3397876
15_00000000000000000094,Dharwad,Karnataka,01-10-2004,149.878628
15_000000000000000000cf,Gulbarga,Karnataka,01-10-2004,113.6251695
15_000000000000000000de,Hassan,Karnataka,01-10-2004,190.9986833
15_000000000000000000e0,Haveri,Karnataka,01-10-2004,149.8177686
15_0000000000000000013b,Koppal,Karnataka,01-10-2004,120.4073599
15_00000000000000000183,Mysore,Karnataka,01-10-2004,191.571035
15_00000000000000000245,Tumkur,Karnataka,01-10-2004,149.6435284
15_00000000000000000136,Kolar,Karnataka,01-10-2004,170.0090674
15_0000000000000000016d,Mandya,Karnataka,01-10-2004,168.1262013
15_000000000000000001d5,Ramanagara,Karnataka,01-10-2004,175.9609421
15_0000000000000000002d,Bangalore Rural,Karnataka,01-10-2004,163.6695372
15_00000000000000000222,South Goa,Goa,01-10-2004,263.8106753
15_000000000000000001a0,North Goa,Goa,01-10-2004,234.5072159
15_00000000000000000280,Lakshadweep,Lakshadweep,01-10-2004,156.7288385
15_000000000000000000e8,Idukki,Kerala,01-10-2004,304.47123
15_00000000000000000115,Kannur,Kerala,01-10-2004,315.3051514
15_00000000000000000120,Kasaragod,Kerala,01-10-2004,279.5222611
15_000000000000000001b4,Pathanamthitta,Kerala,01-10-2004,321.2130365
15_00000000000000000262,Wayanad,Kerala,01-10-2004,295.9172836
15_00000000000000000141,Kozhikode,Kerala,01-10-2004,328.3263024
15_00000000000000000166,Malappuram,Kerala,01-10-2004,303.3709099
15_000000000000000001a6,Palakkad,Kerala,01-10-2004,273.657393
15_00000000000000000140,Kottayam,Kerala,01-10-2004,313.0730073
15_0000000000000000023b,Thrissur,Kerala,01-10-2004,293.2964102
15_0000000000000000013a,Kollam,Kerala,01-10-2004,313.8096456
15_00000000000000000237,Thiruvananthapuram,Kerala,01-10-2004,320.2199623
15_000000000000000000ad,Ernakulam,Kerala,01-10-2004,288.7877645
15_00000000000000000007,Alappuzha,Kerala,01-10-2004,278.6152701
15_00000000000000000234,The Nilgiris,Tamil Nadu,01-10-2004,280.58884
15_00000000000000000093,Dharmapuri,Tamil Nadu,01-10-2004,205.5035556
15_00000000000000000143,Krishnagiri,Tamil Nadu,01-10-2004,191.4822439
15_000000000000000001d6,Ramanathapuram,Tamil Nadu,01-10-2004,211.196199
15_00000000000000000216,Sivaganga,Tamil Nadu,01-10-2004,208.9635365
15_00000000000000000019,Ariyalur,Tamil Nadu,01-10-2004,181.4710336
15_0000000000000000009c,Dindigul,Tamil Nadu,01-10-2004,229.7192615
15_0000000000000000010f,Kancheepuram,Tamil Nadu,01-10-2004,167.2985979
15_0000000000000000011f,Karur,Tamil Nadu,01-10-2004,195.6367335
15_0000000000000000015d,Madurai,Tamil Nadu,01-10-2004,215.1575319
15_000000000000000001b7,Perambalur,Tamil Nadu,01-10-2004,181.8173732
15_000000000000000001c0,Pudukkottai,Tamil Nadu,01-10-2004,206.9309902
15_00000000000000000235,Theni,Tamil Nadu,01-10-2004,238.4919235
15_00000000000000000239,Thoothukkudi,Tamil Nadu,01-10-2004,213.666516
15_0000000000000000023f,Tiruchirappalli,Tamil Nadu,01-10-2004,202.2751606
15_00000000000000000240,Tirunelveli,Tamil Nadu,01-10-2004,233.0909444
15_00000000000000000242,Tiruvannamalai,Tamil Nadu,01-10-2004,188.9489147
15_0000000000000000025b,Viluppuram,Tamil Nadu,01-10-2004,179.4738784
15_0000000000000000025c,Virudunagar,Tamil Nadu,01-10-2004,208.882714
15_0000000000000000007b,Cuddalore,Tamil Nadu,01-10-2004,191.4773971
15_000000000000000000ae,Erode,Tamil Nadu,01-10-2004,223.3602697
15_00000000000000000114,Kanniyakumari,Tamil Nadu,01-10-2004,290.9230475
15_00000000000000000232,Thanjavur,Tamil Nadu,01-10-2004,225.4747773
15_00000000000000000236,Thiruvallur,Tamil Nadu,01-10-2004,169.4863888
15_00000000000000000238,Thiruvarur,Tamil Nadu,01-10-2004,244.5800206
15_00000000000000000241,Tiruppur,Tamil Nadu,01-10-2004,202.0838371
15_00000000000000000259,Vellore,Tamil Nadu,01-10-2004,197.2285597
15_00000000000000000278,Nagappattinam,Tamil Nadu,01-10-2004,220.9720934
15_0000000000000000007a,Coimbatore,Tamil Nadu,01-10-2004,225.460442
15_0000000000000000018d,Namakkal,Tamil Nadu,01-10-2004,186.4006712
15_000000000000000001ee,Salem,Tamil Nadu,01-10-2004,201.2417406
15_0000000000000000006e,Chennai,Tamil Nadu,01-10-2004,166.6656934
15_00000000000000000161,Mahe,Puducherry,01-10-2004,311.1482365
15_00000000000000000279,Karaikal,Puducherry,01-10-2004,210.3955261
15_0000000000000000027a,Puducherry,Puducherry,01-10-2004,196.3512195
15_0000000000000000027b,Yanam,Puducherry,01-10-2004,166.4507255
15_0000000000000000027d,Nicobar,Andaman & Nicobar Island,01-10-2004,286.7231781
15_0000000000000000027e,South Andaman,Andaman & Nicobar Island,01-10-2004,330.8658162
15_0000000000000000027f,North & Middle Andaman,Andaman & Nicobar Island,01-10-2004,334.787428
0_00000000000000000044,Pulwama,Jammu & Kashmir,01-01-2005,82.96452276
0_00000000000000000045,Punch,Jammu & Kashmir,01-01-2005,80.29809839
0_00000000000000000053,Rajouri,Jammu & Kashmir,01-01-2005,80.4540208
0_00000000000000000069,Kargil,Jammu & Kashmir,01-01-2005,113.2016935
0_0000000000000000006f,Kathua,Jammu & Kashmir,01-01-2005,82.35374359
0_0000000000000000007e,Kishtwar,Jammu & Kashmir,01-01-2005,94.75091864
0_00000000000000000092,Kulgam,Jammu & Kashmir,01-01-2005,93.52459424
0_00000000000000000094,Kupwara,Jammu & Kashmir,01-01-2005,85.62266586
0_000000000000000000a0,Leh (ladakh),Jammu & Kashmir,01-01-2005,106.4348675
0_000000000000000000df,Anantnag,Jammu & Kashmir,01-01-2005,97.25259775
0_000000000000000000ea,Badgam,Jammu & Kashmir,01-01-2005,82.13069038
0_000000000000000000f7,Bandipore,Jammu & Kashmir,01-01-2005,95.19240926
0_000000000000000000ff,Baramula,Jammu & Kashmir,01-01-2005,93.60891918
0_0000000000000000016a,Doda,Jammu & Kashmir,01-01-2005,81.89457063
0_00000000000000000187,Ganderbal,Jammu & Kashmir,01-01-2005,101.7451793
0_000000000000000001d7,Ramban,Jammu & Kashmir,01-01-2005,86.41195163
0_000000000000000001df,Reasi,Jammu & Kashmir,01-01-2005,78.02870801
0_00000000000000000209,Shupiyan,Jammu & Kashmir,01-01-2005,87.60528692
0_00000000000000000226,Srinagar,Jammu & Kashmir,01-01-2005,85.17067741
0_00000000000000000248,Udhampur,Jammu & Kashmir,01-01-2005,74.20549433
0_000000000000000001f0,Samba,Jammu & Kashmir,01-01-2005,86.66636803
0_000000000000000001c3,Jammu,Jammu & Kashmir,01-01-2005,96.53185158
0_0000000000000000005f,Kangra,Himachal Pradesh,01-01-2005,89.18263176
0_0000000000000000007b,Kinnaur,Himachal Pradesh,01-01-2005,111.1842422
0_00000000000000000093,Kullu,Himachal Pradesh,01-01-2005,89.55435184
0_00000000000000000099,Lahul & Spiti,Himachal Pradesh,01-01-2005,114.2882988
0_000000000000000000b8,Mandi,Himachal Pradesh,01-01-2005,81.58516172
0_0000000000000000012e,Chamba,Himachal Pradesh,01-01-2005,93.30548136
0_000000000000000001a2,Hamirpur,Himachal Pradesh,01-01-2005,85.25943377
0_00000000000000000205,Shimla,Himachal Pradesh,01-01-2005,79.67532039
0_00000000000000000211,Sirmaur,Himachal Pradesh,01-01-2005,66.89791782
0_00000000000000000218,Solan,Himachal Pradesh,01-01-2005,70.56143721
0_0000000000000000024e,Una,Himachal Pradesh,01-01-2005,80.05577483
0_00000000000000000121,Bilaspur,Himachal Pradesh,01-01-2005,78.41850585
0_000000000000000000bc,Mansa,Punjab,01-01-2005,156.9940897
0_000000000000000000ca,Muktsar,Punjab,01-01-2005,155.8399028
0_00000000000000000104,Barnala,Punjab,01-01-2005,146.8868393
0_00000000000000000109,Bathinda,Punjab,01-01-2005,145.2290208
0_000000000000000001b0,Hoshiarpur,Punjab,01-01-2005,99.9714521
0_000000000000000001e6,Rupnagar,Punjab,01-01-2005,100.1666293
0_000000000000000000c5,Moga,Punjab,01-01-2005,141.6659693
0_0000000000000000017e,Faridkot,Punjab,01-01-2005,142.413702
0_00000000000000000184,Firozpur,Punjab,01-01-2005,148.4686644
0_000000000000000001f3,Sangrur,Punjab,01-01-2005,151.4467296
0_000000000000000001ff,Shahid Bhagat Singh Nagar,Punjab,01-01-2005,107.621538
0_00000000000000000038,Patiala,Punjab,01-01-2005,141.6477056
0_00000000000000000067,Kapurthala,Punjab,01-01-2005,116.9378694
0_00000000000000000181,Fatehgarh Sahib,Punjab,01-01-2005,134.6567565
0_000000000000000000a7,Ludhiana,Punjab,01-01-2005,135.1547675
0_0000000000000000019e,Gurdaspur,Punjab,01-01-2005,118.6295833
0_000000000000000001bd,Jalandhar,Punjab,01-01-2005,114.9067546
0_000000000000000000dc,Amritsar,Punjab,01-01-2005,139.1225602
0_000000000000000001ec,Sahibzada Ajit Singh Nagar,Punjab,01-01-2005,96.29142055
0_0000000000000000022e,Tarn Taran,Punjab,01-01-2005,148.6428753
0_00000000000000000135,Chandigarh,Chandigarh,01-01-2005,71.20434187
0_0000000000000000000c,Nainital,Uttarakhand,01-01-2005,92.85368824
0_0000000000000000003e,Pithoragarh,Uttarakhand,01-01-2005,90.49443843
0_000000000000000000d6,Almora,Uttarakhand,01-01-2005,74.38422966
0_000000000000000000ec,Bageshwar,Uttarakhand,01-01-2005,75.62381463
0_0000000000000000012f,Chamoli,Uttarakhand,01-01-2005,86.11359443
0_00000000000000000130,Champawat,Uttarakhand,01-01-2005,97.51325058
0_00000000000000000156,Dehradun,Uttarakhand,01-01-2005,86.41115795
0_0000000000000000018d,Garhwal,Uttarakhand,01-01-2005,74.96382768
0_000000000000000001a8,Hardwar,Uttarakhand,01-01-2005,73.4863644
0_000000000000000001e5,Rudraprayag,Uttarakhand,01-01-2005,79.34270562
0_00000000000000000230,Tehri Garhwal,Uttarakhand,01-01-2005,79.95513077
0_00000000000000000254,Uttarkashi,Uttarakhand,01-01-2005,87.24776311
0_00000000000000000249,Udham Singh Nagar,Uttarakhand,01-01-2005,96.17593644
0_00000000000000000096,Kurukshetra,Haryana,01-01-2005,121.6017672
0_0000000000000000017d,Faridabad,Haryana,01-01-2005,103.9940882
0_0000000000000000019f,Gurgaon,Haryana,01-01-2005,85.48273403
0_000000000000000000c3,Mewat,Haryana,01-01-2005,78.39581894
0_00000000000000000117,Bhiwani,Haryana,01-01-2005,88.92470755
0_00000000000000000213,Sirsa,Haryana,01-01-2005,126.1605637
0_0000000000000000002c,Palwal,Haryana,01-01-2005,126.6830705
0_0000000000000000002e,Panchkula,Haryana,01-01-2005,64.14782828
0_000000000000000000b0,Mahendragarh,Haryana,01-01-2005,84.76821362
0_000000000000000001ae,Hisar,Haryana,01-01-2005,128.0963064
0_000000000000000001cb,Jhajjar,Haryana,01-01-2005,99.83452364
0_000000000000000001e3,Rohtak,Haryana,01-01-2005,120.5990896
0_0000000000000000021c,Sonipat,Haryana,01-01-2005,145.0506992
0_00000000000000000272,Jind,Haryana,01-01-2005,171.0115103
0_00000000000000000180,Fatehabad,Haryana,01-01-2005,161.171171
0_000000000000000001e1,Rewari,Haryana,01-01-2005,96.51575153
0_00000000000000000059,Kaithal,Haryana,01-01-2005,160.2540946
0_00000000000000000271,Yamunanagar,Haryana,01-01-2005,95.97435688
0_0000000000000000002f,Panipat,Haryana,01-01-2005,151.9646516
0_0000000000000000006c,Karnal,Haryana,01-01-2005,149.2365133
0_000000000000000000d8,Ambala,Haryana,01-01-2005,102.3882738
0_00000000000000000025,North West,NCT of Delhi,01-01-2005,94.72997438
0_0000000000000000021e,South,NCT of Delhi,01-01-2005,34.78943989
0_00000000000000000224,South West,NCT of Delhi,01-01-2005,67.79588567
0_0000000000000000001e,North,NCT of Delhi,01-01-2005,86.71091595
0_0000000000000000001c,New Delhi,NCT of Delhi,01-01-2005,31.35871714
0_00000000000000000022,North East,NCT of Delhi,01-01-2005,71.68222597
0_0000000000000000012d,Central,NCT of Delhi,01-01-2005,34.14810215
0_00000000000000000170,East,NCT of Delhi,01-01-2005,42.58773494
0_00000000000000000263,West,NCT of Delhi,01-01-2005,65.8529128
0_0000000000000000000a,Nagaur,Rajasthan,01-01-2005,17.95042955
0_00000000000000000041,Pratapgarh,Rajasthan,01-01-2005,27.76942813
0_000000000000000000d0,Ajmer,Rajasthan,01-01-2005,15.14982734
0_000000000000000000fc,Banswara,Rajasthan,01-01-2005,33.35705025
0_00000000000000000100,Baran,Rajasthan,01-01-2005,48.72173453
0_00000000000000000103,Barmer,Rajasthan,01-01-2005,7.231075969
0_00000000000000000115,Bhilwara,Rajasthan,01-01-2005,24.73561653
0_0000000000000000011f,Bikaner,Rajasthan,01-01-2005,13.66697805
0_00000000000000000129,Bundi,Rajasthan,01-01-2005,50.07262243
0_00000000000000000144,Churu,Rajasthan,01-01-2005,15.81684885
0_00000000000000000160,Dhaulpur,Rajasthan,01-01-2005,41.67431489
0_0000000000000000016d,Dungarpur,Rajasthan,01-01-2005,20.71537075
0_000000000000000001bb,Jaisalmer,Rajasthan,01-01-2005,7.262818008
0_000000000000000001c1,Jalor,Rajasthan,01-01-2005,14.80065133
0_000000000000000001d0,Jodhpur,Rajasthan,01-01-2005,12.08165884
0_00000000000000000212,Sirohi,Rajasthan,01-01-2005,15.97419289
0_00000000000000000243,Tonk,Rajasthan,01-01-2005,36.3118237
0_00000000000000000246,Udaipur,Rajasthan,01-01-2005,20.24059498
0_00000000000000000274,Karauli,Rajasthan,01-01-2005,31.17260174
0_00000000000000000275,Sawai Madhopur,Rajasthan,01-01-2005,41.07555549
0_0000000000000000002b,Pali,Rajasthan,01-01-2005,12.00866079
0_0000000000000000008d,Kota,Rajasthan,01-01-2005,58.42192877
0_000000000000000000d7,Alwar,Rajasthan,01-01-2005,60.83460045
0_00000000000000000112,Bharatpur,Rajasthan,01-01-2005,68.15937628
0_00000000000000000141,Chittaurgarh,Rajasthan,01-01-2005,30.72222134
0_00000000000000000189,Ganganagar,Rajasthan,01-01-2005,52.97603706
0_000000000000000001a4,Hanumangarh,Rajasthan,01-01-2005,51.76535119
0_000000000000000001cc,Jhalawar,Rajasthan,01-01-2005,34.89147435
0_000000000000000001d4,Rajsamand,Rajasthan,01-01-2005,12.64097463
0_00000000000000000273,Dausa,Rajasthan,01-01-2005,47.43542674
0_000000000000000001ba,Jaipur,Rajasthan,01-01-2005,37.37297209
0_000000000000000001cf,Jhunjhunun,Rajasthan,01-01-2005,45.16304329
0_0000000000000000020d,Sikar,Rajasthan,01-01-2005,31.52453999
